state,lx,seed,n_moves,n_out,local_eps,local_useful,matched,plain_eps,eta_q,ell,q,chi_sk,dis_eps_bestcase,eta,kappa,eta_equiv,residual_loss,max_null_std,n_disentangled,n_cuts,tau_eta_I,tau_dis,tau_etaq6_I,tau_etaq8_I,local_flops,plain_prop_flops,dis_prop_flops,ratio_plain,ratio_dis,dis_vs_plain,eps_etaq_4,eps_etaq_6,eps_etaq_8,eps_ell_8,eps_ell_12,resloss_ndis_0,disflops_ndis_0,resloss_ndis_1,disflops_ndis_1,resloss_ndis_3,disflops_ndis_3,resloss_ndis_5,disflops_ndis_5,resloss_ndis_10,disflops_ndis_10
tfim@3.04,4,1,3,16,0.0185060415417671,1,1,0.0180623005141568,6,10,0,4,0.005130312062127754,4,2,8,1.577006208759313e-05,1.9320701944834734e-21,1,3,0.00010268943821147849,1.577006208759313e-05,5.85994526173233e-06,0.0,76712810.0,34061840.0,6027848.0,2.2521628308981545,12.726400864786239,5.6507463360058185,0.03171298397285276,0.013833049680494695,0.005116059310857651,0.032604693023104515,0.03178599103376654,0.00010268943821147849,0.0,2.378745238228748e-05,21504.0,1.84697802289273e-05,51200.0,1.8070069982245213e-05,80896.0,1.577006208759313e-05,155136.0
tfim@3.04,4,0,3,16,0.01426447680039046,1,1,0.0132624113508971,8,8,0,4,0.005649392552345664,4,2,8,8.593172469828226e-06,1.317118217917835e-21,1,3,6.150716375504763e-05,8.593172469828226e-06,1.6201297150597114e-05,0.0,76712810.0,136588312.0,5211608.0,0.5616352444563485,14.719604774572455,26.208477690570742,0.04265172253720733,0.015207978853557551,0.005652444450292601,0.0427426938162088,0.04288694838264575,6.150716375504763e-05,0.0,2.7446824842397937e-05,20992.0,1.3514891796654645e-05,49664.0,1.051177340323211e-05,78336.0,8.593172469828226e-06,150016.0
tfim@3.04,4,2,3,16,0.022348091054828694,1,1,0.01609866373498944,6,6,0,4,0.004497936460195287,4,2,8,1.1207766939035267e-05,3.2769118325738828e-21,1,3,0.00011784081423493774,1.1207766939035267e-05,7.415329952340563e-06,0.0,76716906.0,27185152.0,4397168.0,2.8220149734678697,17.446889907322166,6.182422868537204,0.03530232206251003,0.009012357048349044,0.004541305030225823,0.03773965226965825,0.037404678999840006,0.00011784081423493774,0.0,2.6501781020938044e-05,20480.0,1.2698172878364997e-05,48128.0,1.158140110542577e-05,75776.0,1.1207766939035267e-05,144896.0
tfim@3.04,5,0,3,32,0.02053438532382703,1,1,0.02154322632073776,6,8,0,4,0.009830531319372414,4,2,8,0.00011946795711156128,1.1966433768997693e-20,2,4,0.00043769537096824916,0.00011946795711156128,3.142877830354667e-05,2.697487588899544e-06,152670762.0,44869448.0,7606232.0,3.4025549411706604,20.071799282483102,5.899037526070727,0.07093871436211169,0.020498167775054716,0.009492790060952891,0.07086614272987361,0.07075758282807189,0.00043769537096824916,0.0,0.00038184990573007473,45056.0,0.00029690949882476766,106496.0,0.00022423143642232558,167936.0,0.00011946795711156128,321536.0
tfim@3.04,4,3,3,16,0.020938971143331556,1,1,0.012426246883498991,6,6,0,4,0.003750061339499426,4,2,8,5.96507672589026e-06,7.453640954154422e-22,1,3,2.826787027811471e-05,5.96507672589026e-06,3.897112005363953e-06,0.0,76708714.0,27185152.0,4397168.0,2.821713632500565,17.445026890034676,6.182422868537204,0.03053194531427173,0.010482704813104213,0.0036917754436097297,0.030858544648228618,0.030351087927598597,2.826787027811471e-05,0.0,2.1143070951611012e-05,20480.0,1.3109881058367808e-05,48128.0,8.541602522000634e-06,75776.0,5.96507672589026e-06,144896.0
tfim@3.04,5,1,3,32,0.021468592605554154,1,1,0.022138759641513434,8,8,0,4,0.010814220539112995,4,2,8,0.00010094344676591467,4.175959695138394e-21,2,4,0.0002351467229146527,0.00010094344676591467,3.66186992635015e-05,2.515281624876534e-06,152678954.0,204284440.0,7606232.0,0.7473841571095674,20.07287629407044,26.857508422041295,0.05064174451414142,0.027050987409549622,0.010834374140381915,0.04781348610471122,0.04749290789559579,0.0002351467229146527,0.0,0.00011688308994799033,45056.0,0.0001114262482933036,106496.0,0.00010743072638260239,167936.0,0.00010094344676591467,321536.0
tfim@3.04,5,2,3,32,0.027249401318219058,1,1,0.026201328173168763,6,8,0,4,0.01009200136030569,4,2,8,0.00021081494107546889,1.5706909385209108e-20,2,4,0.0004815988056515561,0.00021081494107546889,5.210376673778623e-05,5.166524825512991e-06,152653354.0,44869448.0,7606232.0,3.402166971164878,20.069510632860002,5.899037526070727,0.0843899034035328,0.022790577413434543,0.010432544539306305,0.08156880555750912,0.08094449541066238,0.0004815988056515561,0.0,0.00046215300928796095,45056.0,0.000434300421221853,106496.0,0.000387204448438104,167936.0,0.00021081494107546889,321536.0
tfim@3.04,6,2,3,64,0.02126420575841414,1,0,0.024388996456052168,8,12,0,8,0.030012772202201447,4,2,8,0.00040386434086167117,1.8884244611922984e-20,3,5,0.000510458427255163,0.00040386434086167117,5.42608886320054e-05,1.5607991867985143e-05,228636906.0,510351576.0,31230552.0,0.44799882424581755,7.320937074695317,16.341420286135193,0.1023522635583674,0.040247373243575676,0.02934962288920518,0.10116947058607262,0.10187313277130575,0.000510458427255163,0.0,0.0004379662578964176,82432.0,0.00042973731052334735,199168.0,0.00042255399957992625,315904.0,0.00040386434086167117,607744.0
tfim@3.04,6,0,3,64,0.015427165696111167,1,0,0.02152956395190021,8,10,1,8,0.02650334347450941,4,2,8,0.0007142469506612718,1.2771387499033927e-20,3,5,0.0010064757161211979,0.0007142469506612718,9.272512077555757e-05,3.2894433773432084e-05,228632810.0,722073472.0,61709512.0,0.3166337206194995,3.7049848976281,11.7011696997377,0.09595590988123609,0.043411149553224525,0.022537114346442365,0.09530704297524958,0.09578585791432576,0.0010064757161211979,0.0,0.0009387056490867802,78848.0,0.0008885002866617592,188416.0,0.0008416858963401719,297984.0,0.0007142469506612718,571904.0
tfim@3.04,6,3,3,64,0.02821619894290246,1,1,0.026891428843164672,8,12,0,4,0.024838263444258806,4,2,8,0.0005801401291166813,1.4362252151739913e-20,3,5,0.0006387842559474873,0.0005801401291166813,4.9810582610630623e-05,1.650708790497441e-05,228628714.0,314874072.0,13079640.0,0.7260957135905429,17.479740573899587,24.073603860656714,0.10388071273076402,0.03862013686028784,0.02224965737835582,0.10373888897429605,0.10360301610467379,0.0006387842559474873,0.0,0.0006003753343531175,82432.0,0.0005878870935779862,199168.0,0.0005836591546703698,315904.0,0.0005801401291166813,607744.0
tfim@3.04,5,3,3,32,0.015548372318695863,1,1,0.016213199965683524,8,10,0,4,0.01185347749415149,4,2,8,0.00011466732652524379,2.403162266109526e-21,2,4,0.0003626642089613831,0.00011466732652524379,8.859014626360742e-05,2.312557470692348e-06,152670762.0,220404864.0,8733128.0,0.692683270365576,17.481795984210926,25.237791545022585,0.050730440845491186,0.023195118056127596,0.012012754387615199,0.055137937216261305,0.0534261195349312,0.0003626642089613831,0.0,0.0001421881543972147,46592.0,0.00012290089231333033,111104.0,0.00011956236784947846,175616.0,0.00011466732652524379,336896.0
tfim@3.04,6,1,3,64,0.025364511926179827,1,1,0.02342529334117825,8,8,1,4,0.02121598179330639,4,2,8,0.00014218109498685393,1.3936659459637453e-20,3,5,0.00048508087918079954,0.00014218109498685393,6.29300634496447e-05,1.8851579634141584e-05,228632810.0,325142040.0,17130456.0,0.7031782478820641,13.34656882455435,18.980349384744926,0.07776616592101923,0.0394242070770953,0.020475096573055813,0.07595274593632129,0.07690698414294256,0.00048508087918079954,0.0,0.0002680950022943577,75264.0,0.00017220726578580906,177664.0,0.00015049048471270344,280064.0,0.00014218109498685393,536064.0
