state,lx,seed,n_moves,n_out,local_eps,local_useful,matched,plain_eps,eta_q,ell,q,chi_sk,dis_eps_bestcase,eta,kappa,eta_equiv,residual_loss,max_null_std,n_disentangled,n_cuts,tau_eta_I,tau_dis,tau_etaq6_I,tau_etaq8_I,local_flops,plain_prop_flops,dis_prop_flops,ratio_plain,ratio_dis,dis_vs_plain,eps_etaq_4,eps_etaq_6,eps_etaq_8,eps_ell_8,eps_ell_12,resloss_ndis_0,disflops_ndis_0,resloss_ndis_1,disflops_ndis_1,resloss_ndis_3,disflops_ndis_3,resloss_ndis_5,disflops_ndis_5,resloss_ndis_10,disflops_ndis_10
tfim@3.5,6,1,3,64,0.03499869163169902,1,1,0.024945858866971895,8,8,0,4,0.014108138117255734,4,2,8,6.906049831940487e-05,1.0756041434971008e-20,3,5,0.00029618188099776705,6.906049831940487e-05,3.530152997047962e-05,7.98066462302994e-06,228624618.0,271992344.0,10134488.0,0.8405553429842129,22.55906938761978,26.838291584143175,0.07187661695003576,0.039180917214606585,0.013536105170815382,0.06783354255286306,0.0754350636328482,0.00029618188099776705,0.0,0.0001550655334161221,75264.0,8.402573863701007e-05,177664.0,7.181395432604833e-05,280064.0,6.906049831940487e-05,536064.0
tfim@3.04,6,0,3,64,0.015427165696111167,1,0,0.02152956395190021,8,10,1,8,0.02650334347450941,4,2,8,0.0007142469506612718,1.2771387499033927e-20,3,5,0.0010064757161211979,0.0007142469506612718,9.272512077555757e-05,3.2894433773432084e-05,228632810.0,722073472.0,61709512.0,0.3166337206194995,3.7049848976281,11.7011696997377,0.09595590988123609,0.043411149553224525,0.022537114346442365,0.09530704297524958,0.09578585791432576,0.0010064757161211979,0.0,0.0009387056490867802,78848.0,0.0008885002866617592,188416.0,0.0008416858963401719,297984.0,0.0007142469506612718,571904.0
tfim@3.5,6,2,3,64,0.029854291389075995,1,1,0.023901358325724452,8,10,0,4,0.015290989724375852,4,2,8,3.135605133469413e-05,1.812490847696684e-21,3,5,7.423591360278999e-05,3.135605133469413e-05,2.823069604610793e-05,1.1022642676333896e-05,228628714.0,293427072.0,11603912.0,0.7791670769900877,19.702727321613608,25.28690944915818,0.06640986691408098,0.03755168256801671,0.019226695750426386,0.06941013936389845,0.0649788277735618,7.423591360278999e-05,0.0,3.503023855307035e-05,78848.0,3.310108666085157e-05,188416.0,3.224463783063848e-05,297984.0,3.135605133469413e-05,571904.0
tfim@3.5,6,0,3,64,0.020125399804940835,1,1,0.016964049574271268,8,10,1,4,0.019328531030153445,4,2,8,0.0001137484136073715,8.095124701337615e-21,3,5,0.00041380383400689157,0.0001137484136073715,5.187086890562763e-05,1.2614336050933691e-05,228611306.0,359864192.0,20348872.0,0.6352710580329148,11.234593544054924,17.684724342459866,0.0766878373186185,0.04382260546789723,0.021934062089319795,0.07143012136447462,0.07611115194127581,0.00041380383400689157,0.0,0.00013446902291879096,78848.0,0.00012511952219493893,188416.0,0.0001203657024359268,297984.0,0.0001137484136073715,571904.0
tfim@3.5,7,0,3,128,0.01527145842167909,1,0,0.020889215628815384,8,12,0,4,0.02732336560770225,4,2,8,0.0001641416337922292,3.328002451706022e-21,4,6,0.0005917747270618125,0.0001641416337922292,5.967939379241832e-05,1.660945980046916e-05,304552874.0,393242840.0,16683096.0,0.7744651472865978,18.255177216507057,23.571334721085343,0.10153997521367884,0.043978395979333715,0.027896030706418946,0.07287987494769936,0.10180711388173698,0.0005917747270618125,0.0,0.0002885603581535284,133120.0,0.0002023743238588678,323584.0,0.0001817352657528445,514048.0,0.0001641416337922292,990208.0
tfim@3.5,7,2,3,128,0.049906536916308045,1,1,0.05066555968339781,6,10,0,4,0.0276410949456502,4,2,8,0.00013047414831973074,2.091041177545383e-20,4,6,0.0003537617708830929,0.00013047414831973074,8.092089723717614e-05,1.3869175594686329e-05,304586666.0,81277968.0,14801864.0,3.747469006607055,20.577588471289832,5.491063017468611,0.09731034801160261,0.05370208610977819,0.029324672127994365,0.0820057192435583,0.07940623859835672,0.0003537617708830929,0.0,0.00015588294221739038,125440.0,0.00013989738224064126,300544.0,0.00013493724292504384,475648.0,0.00013047414831973074,913408.0
tfim@3.04,6,2,3,64,0.02126420575841414,1,0,0.024388996456052168,8,12,0,8,0.030012772202201447,4,2,8,0.00040386434086167117,1.8884244611922984e-20,3,5,0.000510458427255163,0.00040386434086167117,5.42608886320054e-05,1.5607991867985143e-05,228636906.0,510351576.0,31230552.0,0.44799882424581755,7.320937074695317,16.341420286135193,0.1023522635583674,0.040247373243575676,0.02934962288920518,0.10116947058607262,0.10187313277130575,0.000510458427255163,0.0,0.0004379662578964176,82432.0,0.00042973731052334735,199168.0,0.00042255399957992625,315904.0,0.00040386434086167117,607744.0
tfim@3.04,6,1,3,64,0.025364511926179827,1,1,0.02342529334117825,8,8,1,4,0.02121598179330639,4,2,8,0.00014218109498685393,1.3936659459637453e-20,3,5,0.00048508087918079954,0.00014218109498685393,6.29300634496447e-05,1.8851579634141584e-05,228632810.0,325142040.0,17130456.0,0.7031782478820641,13.34656882455435,18.980349384744926,0.07776616592101923,0.0394242070770953,0.020475096573055813,0.07595274593632129,0.07690698414294256,0.00048508087918079954,0.0,0.0002680950022943577,75264.0,0.00017220726578580906,177664.0,0.00015049048471270344,280064.0,0.00014218109498685393,536064.0
tfim@3.5,7,1,3,128,0.02635496633155692,1,1,0.026913041284836434,8,10,0,4,0.026329554990043795,4,2,8,0.0005086320799071378,4.7123270726403635e-21,4,6,0.0006150173476823796,0.0005086320799071378,6.211405245208793e-05,2.057768382725817e-05,316241322.0,366187648.0,14729736.0,0.8636045582837355,21.46958519826832,24.86043524473215,0.09683416092198581,0.044910733876021854,0.02409415647922864,0.09712155168858899,0.09709890331755905,0.0006150173476823796,0.0,0.0005376764949134102,125440.0,0.0005193712200042634,300544.0,0.0005129564346241235,475648.0,0.0005086320799071378,913408.0
tfim@3.04,7,0,3,128,0.02863639709747369,1,1,0.0272464374000435,8,10,0,4,0.02042143841285184,4,2,8,0.00027358722466166166,5.073651581533848e-21,4,6,0.0005586106652720815,0.00027358722466166166,0.00010032719012778369,3.000188210976896e-05,319237546.0,366187648.0,14729736.0,0.8717867676410538,21.672998484154775,24.86043524473215,0.09011675947404081,0.04327821733474842,0.02866663650549691,0.08976699665431384,0.08943088909698907,0.0005586106652720815,0.0,0.0005206513684855173,125440.0,0.00046279992455645663,300544.0,0.0003922078515338397,475648.0,0.00027358722466166166,913408.0
tfim@3.04,7,2,3,128,0.01980607624709535,1,0,0.03202155933044843,8,12,0,4,0.03658887829360118,4,2,8,0.0002158331223591376,4.0245713494242616e-20,4,6,0.0009456651739590918,0.0002158331223591376,0.00014357877628278393,5.1079104452505236e-05,304573354.0,393242840.0,16683096.0,0.7745172270650879,18.256404806398045,23.571334721085343,0.10901891364022531,0.05578285342378927,0.0427351185690391,0.08228196216255479,0.1072721975991772,0.0009456651739590918,0.0,0.0005726461517991671,133120.0,0.00038058046528443966,323584.0,0.0002786936535828675,514048.0,0.0002158331223591376,990208.0
tfim@3.04,7,1,3,128,0.03754999862633783,1,1,0.03876606522745766,8,10,1,4,0.04053958690309079,4,2,8,0.0010640004004319617,5.491793561583224e-21,4,6,0.001246843187014875,0.0010640004004319617,0.0001527462684491381,5.1682454741863107e-05,304569258.0,444054400.0,25021384.0,0.685882761211239,12.17235857137239,17.74699592956169,0.1228358812868898,0.05910823704509977,0.04316076772876706,0.12314304577460927,0.12232952634589757,0.001246843187014875,0.0,0.0012052888944264484,125440.0,0.001166900141981135,300544.0,0.0011351009693851737,475648.0,0.0010640004004319617,913408.0
heis,6,1,3,64,0.020762658592414086,1,0,0.08523416742208052,8,10,1,8,0.08863937117392498,4,2,8,0.0013487279352638448,1.9064075536077018e-19,3,5,0.006210416745263162,0.0013487279352638448,0.0008359834526981992,0.0003582290758128383,228661482.0,722073472.0,61709512.0,0.31667342849011354,3.70544952616057,11.7011696997377,0.15560611748174508,0.1235043266199518,0.09205792114628658,0.15498072981571473,0.1549893377181862,0.006210416745263162,0.0,0.0018125741696719362,78848.0,0.0014904138487910877,188416.0,0.0014153421633119826,297984.0,0.0013487279352638448,571904.0
heis,6,0,3,64,0.01844179398251519,1,0,0.07289453182418114,8,10,1,4,0.07302176562028247,4,2,8,0.0028954144627865363,6.886539347730299e-20,3,5,0.006626469184284789,0.0028954144627865363,0.0016282230182514033,0.00048201949811550564,228665578.0,359864192.0,20348872.0,0.6354218704816288,11.237260620637842,17.684724342459866,0.1608226469199291,0.1273500500087361,0.0744351707877431,0.14820634052532308,0.1610672534051565,0.006626469184284789,0.0,0.003006779209460045,78848.0,0.002944577513631949,188416.0,0.0029245700786820874,297984.0,0.0028954144627865363,571904.0
heis,6,2,3,64,0.047631028461560164,1,0,0.09143719218258502,8,10,1,4,0.0921917204503144,4,2,8,0.0016727032480767087,4.3417152313171957e-20,3,5,0.0024466882308436548,0.0016727032480767087,0.0008566337639012454,0.00035590262845828217,228632810.0,359864192.0,20348872.0,0.6353308139088204,11.235650310248156,17.684724342459866,0.19034800460963067,0.1457392165859404,0.09277503611016218,0.1904446921016554,0.1901711973311268,0.0024466882308436548,0.0,0.001933732839350108,78848.0,0.0017142099363903318,188416.0,0.0016869389867066647,297984.0,0.0016727032480767087,571904.0
heis,7,0,3,128,0.025048072963466613,1,0,0.12526289815833516,8,12,1,8,0.12358970754774463,4,2,8,0.0012664490515451536,2.1768911536213963e-20,4,6,0.004242624230299189,0.0012664490515451536,0.0006527928207688845,0.0002846087815038119,307529130.0,1004548568.0,86891928.0,0.3061366466454412,3.5392140222737374,11.560896289468914,0.18742962499593788,0.15371045791200014,0.12745617306522528,0.1878413623961323,0.18777497499022844,0.004242624230299189,0.0,0.0013196802655653834,133120.0,0.0012866279849744202,323584.0,0.001276548211747304,514048.0,0.0012664490515451536,990208.0
heis,7,1,3,128,0.035622851442442094,1,0,0.11918944042782549,8,10,1,8,0.1261110665845911,4,2,8,0.004364891170670567,3.8368582390819184e-20,4,6,0.0071007986954768065,0.004364891170670567,0.003232535474073874,0.0008513968246021958,322223530.0,873930368.0,72817416.0,0.36870618277908385,4.425088772718878,12.001666853984492,0.21733774154669874,0.17189199339658878,0.12855121507259673,0.21776887863285946,0.21720876737433015,0.0071007986954768065,0.0,0.004994738321697776,125440.0,0.004831180107067641,300544.0,0.004652179229397379,475648.0,0.004364891170670567,913408.0
