state,lx,seed,eta_target,n_moves,local_eps,sweep_max_eps,global_eps,matched,local_useful,local_flops,global_fact_flops,global_prop_flops,ratio_fact,ratio_prop,prop_multiplier,eta_q,ell,q,chi_sk,final_bond,r_bond,n_out,near_full_rank,degenerate_lx3
tfim@3.5,5,0,4,3,0.027274486455668843,2.24169615082452,0.020706684437830563,1,1,152662570.0,20857808.0,49788816.0,7.31920487521987,3.066202056301158,2.387058889409664,6,10,0,4,6,6,32,0,0
tfim@3.5,4,0,4,3,0.020728868542654155,2.2975645374253206,0.013408744037832633,1,1,76729194.0,10660608.0,27185152.0,7.197450089150638,2.8224669849188264,2.5500564320534065,6,6,0,4,6,6,16,0,0
tfim@3.5,4,1,4,3,0.020593605158397185,2.0322347875993305,0.012995913552538875,1,1,76725098.0,10660608.0,27185152.0,7.197065870914679,2.822316314435174,2.5500564320534065,6,6,0,4,6,6,16,0,0
tfim@3.5,4,3,4,3,0.02064147614854549,2.1191333684269558,0.020810812407541415,1,1,76687210.0,10660608.0,27185152.0,7.193511852232068,2.820922612461391,2.5500564320534065,6,6,0,4,6,6,16,0,0
tfim@3.5,4,2,4,3,0.016530524107542223,2.379148581079331,0.011475324972154498,1,1,76712810.0,10660608.0,27185152.0,7.195913216206805,2.8218643029842174,2.5500564320534065,6,6,0,4,6,6,16,0,0
tfim@3.5,5,2,4,3,0.020784208983504422,3.1691711962155136,0.013976181707054508,1,1,155584554.0,43831680.0,220281216.0,3.549591391431951,0.7062996873959512,5.025616540365325,8,10,0,4,8,8,32,0,0
tfim@3.5,5,1,4,3,0.02520343975713926,1.9305043297865796,0.023091102087519036,1,1,152674858.0,38641176.0,204284440.0,3.9510924305202306,0.747364106634847,5.286703489562533,8,8,0,4,8,8,32,0,0
tfim@3.5,5,3,4,3,0.018188308913639654,2.220755005625656,0.016772524900192848,1,1,152657450.0,38641176.0,204284440.0,3.950641926632875,0.747278892117285,5.286703489562533,8,8,0,4,8,8,32,0,0
tfim@3.5,6,1,4,3,0.03499869163169902,2.42426812064473,0.021217990352899934,1,1,228624618.0,58007424.0,293427072.0,3.9412992723138336,0.779153117814569,5.058439967959963,8,10,0,4,8,8,64,0,0
tfim@3.5,6,0,4,3,0.020125399804940835,2.0625572006843824,0.01932740551351582,1,1,228611306.0,79032856.0,325142040.0,2.8926109667604574,0.7031121106332482,4.114011013343615,8,8,1,4,8,8,64,0,0
tfim@3.5,6,2,4,3,0.029854291389075995,2.4877983183007215,0.026704640744390315,1,1,228628714.0,51048984.0,271992344.0,4.478614383393017,0.8405704022316157,5.328065765226591,8,8,0,4,8,8,64,0,0
tfim@3.5,6,3,4,3,0.025663447529671563,5.612406563985821,0.025456157963823996,1,1,246245098.0,57718912.0,293138560.0,4.266281006821473,0.8400297047239367,5.078726362686809,8,10,0,4,8,8,64,0,0
