state,lx,ly,seed,center_j,split,n_in,n_out,mpo_bond,col_eff_rank99,col_top_eta_frac,col_decades,svd2_eff_rank99,svd2_top_eta_frac,svd2_decades,col_spectrum,svd2_spectrum
random,6,4,2,0,right,196608,64,12,54,0.4097247037355047,1.3384248768402642,19,0.5250286868790173,1.2426460462162523,1;0.823339;0.706372;0.588375;0.542203;0.533162;0.474996;0.442637;0.427333;0.413223;0.376439;0.363087;0.354852;0.347555;0.331401;0.323387;0.307365;0.29662;0.286376;0.276356;0.269676;0.265174;0.254753;0.252754;0.243039;0.233569;0.232715;0.22336;0.219418;0.214285;0.210381;0.202848,1;0.979029;0.935983;0.857424;0.740362;0.735843;0.729017;0.607599;0.558773;0.482027;0.396525;0.345966;0.317242;0.271909;0.253807;0.207954;0.196547;0.164713;0.152073;0.133331;0.108165;0.0971932;0.0657557;0.0571945
random,6,4,3,0,right,196608,64,12,47,0.5569211668760068,1.7632771022782165,17,0.5733232347637853,1.4819995871486984,1;0.620228;0.595166;0.453719;0.417189;0.393963;0.353607;0.312216;0.300311;0.267641;0.262476;0.246284;0.238747;0.225679;0.216935;0.211383;0.192552;0.185512;0.18026;0.174818;0.171114;0.167483;0.149676;0.146531;0.142507;0.138379;0.131896;0.127674;0.120564;0.11907;0.113278;0.111252,1;0.9793;0.952085;0.922282;0.818206;0.755223;0.607717;0.578109;0.418553;0.386027;0.369107;0.302466;0.289193;0.229544;0.181275;0.159555;0.146211;0.128031;0.123584;0.0950317;0.0751709;0.065543;0.0505361;0.032961
tfim@1.0,4,4,0,3,left,160,16,4,1,0.9999407614813282,5.400159379434691,2,0.9999266081363578,2.7375727052862446,1;0.0319601;0.0107133;0.00912512;0.0076537;0.0006177;0.000390092;0.000260604;0.000229876;0.000219628;0.000149083;9.78584e-05;1.89088e-05;1.29193e-05;6.0691e-06;3.97961e-06,1;0.117738;0.0519644;0.0149136;0.00689333;0.00436833;0.00216343;0.0018299
tfim@1.0,4,4,1,3,left,32,16,4,1,0.9999638461968814,6.928327940140695,2,0.9999925893780343,4.411425272541208,1;0.0294668;0.0206727;0.00776635;0.00596495;0.000511164;0.000432778;0.000385534;0.000143276;6.69079e-05;2.79604e-05;2.2384e-05;5.23198e-06;3.4637e-06;8.71381e-07;1.17943e-07,1;0.155344;0.0402876;0.00786893;0.00235288;0.00142977;0.000142152;3.8777e-05
tfim@1.0,4,4,2,3,left,160,16,4,1,0.9999355644239728,6.008285290144365,2,0.9999851960473344,3.541725560059498,1;0.0241003;0.0116085;0.00976656;0.00799772;0.000478532;0.000385903;0.000260771;0.000216765;0.000136413;0.000127385;2.271e-05;1.27137e-05;5.77531e-06;2.91957e-06;9.81103e-07,1;0.109403;0.0980978;0.010799;0.00340355;0.00154725;0.00103193;0.00028726
tfim@1.0,4,4,3,3,left,32,16,4,2,0.9999767569166853,7.036156077463451,2,0.9999981690804736,3.078079927290841,1;0.188334;0.0124048;0.00685156;0.00445149;0.00175517;0.000911563;0.000573086;0.000123805;3.17955e-05;2.17578e-05;9.4046e-06;6.65312e-06;1.19991e-06;1.2993e-07;9.20119e-08,1;0.121483;0.0676081;0.013882;0.00108106;0.000835449
tfim@1.0,5,4,0,3,left,160,32,4,1,0.999972215356093,7.720750938433184,3,0.9999579358297433,3.2567126555270383,1;0.0261024;0.00918546;0.00586901;0.00432817;0.00280145;0.000953822;0.000421055;0.000273734;0.000149134;0.000135608;9.50061e-05;7.751e-05;6.92419e-05;4.63342e-05;3.09189e-05;2.34722e-05;1.20767e-05;1.05652e-05;7.53589e-06;2.81284e-06;2.74978e-06;2.15126e-06;2.06435e-06;1.24825e-06;8.97371e-07;5.81721e-07;3.99495e-07;1.96714e-07;1.5427e-07;8.51173e-08;1.90217e-08,1;0.221339;0.121566;0.0980546;0.00656076;0.00101586;0.000877948;0.000553716
tfim@1.0,5,4,1,3,left,1280,32,4,1,0.9999629311530178,7.070251611025814,2,0.9998311516972135,3.5062513441533616,1;0.0202923;0.0115593;0.00798753;0.00494823;0.00343922;0.000606254;0.000393718;0.000318015;0.000219832;0.000192313;0.000169872;0.000149939;9.37757e-05;8.03956e-05;4.06248e-05;3.46748e-05;2.12075e-05;1.51289e-05;1.36751e-05;8.64218e-06;7.89132e-06;7.08988e-06;3.80319e-06;2.6796e-06;1.94538e-06;1.42975e-06;9.08701e-07;7.76729e-07;5.57772e-07;3.43061e-07;8.50645e-08,1;0.119108;0.0435423;0.0152786;0.0108426;0.00623884;0.00387934;0.000311709
tfim@1.0,5,4,2,3,left,512,32,4,1,0.9999462410084347,7.01854605548015,2,0.9999618354159718,2.9037157827211715,1;0.0265262;0.0107155;0.00697494;0.00555968;0.00445041;0.00151401;0.000566445;0.000467428;0.000382584;0.000210312;0.000150372;0.000123791;0.00011965;9.32072e-05;5.93789e-05;5.2557e-05;3.83288e-05;2.86214e-05;1.54293e-05;1.23863e-05;1.08582e-05;7.47277e-06;5.42062e-06;4.80419e-06;3.56469e-06;2.94966e-06;1.38833e-06;1.02131e-06;8.57812e-07;2.86008e-07;9.58195e-08,1;0.206804;0.0722741;0.0480983;0.00498416;0.00279344;0.00242545;0.0012482
tfim@1.0,5,4,3,3,left,208,32,4,2,0.9999335590941942,7.273717575642061,2,0.9998612911525689,2.8048739273318652,1;0.355402;0.0217618;0.00872359;0.00521269;0.00461663;0.00409565;0.00189644;0.00160501;0.00144864;0.000837802;0.000516808;0.0004199;0.000381691;0.000184066;8.86111e-05;6.49495e-05;5.01983e-05;4.86188e-05;3.70142e-05;1.26945e-05;1.1578e-05;1.08943e-05;4.8767e-06;4.59366e-06;3.05744e-06;1.87383e-06;1.12837e-06;9.22524e-07;2.86741e-07;1.93991e-07;5.32454e-08,1;0.104331;0.016;0.0132023;0.0109427;0.00317522;0.00283126;0.00156721
tfim@1.0,6,4,0,3,left,5120,64,4,1,0.9999396929790293,7.493497991321099,2,0.9993586663937365,2.123829208428234,1;0.0229796;0.0197423;0.00874107;0.00547261;0.0045475;0.0024024;0.00162439;0.000576895;0.000568198;0.000458217;0.00042512;0.000365727;0.000192955;0.000174122;0.000135615;0.000123716;0.000105081;0.000104447;8.15824e-05;7.38882e-05;6.11961e-05;5.62692e-05;4.91908e-05;4.12433e-05;3.51144e-05;3.18428e-05;2.45766e-05;2.33131e-05;1.97261e-05;1.74244e-05;1.23543e-05,1;0.189585;0.082089;0.0461062;0.018074;0.0140519;0.00947825;0.00751919
tfim@1.0,6,4,1,3,left,2048,64,4,1,0.9999845476899023,8.17705784138204,2,0.9999751388594479,3.681299936035602,1;0.0240745;0.00676915;0.00544581;0.00334175;0.00167451;0.00106822;0.000366681;0.000307508;0.000212093;0.000145518;0.000130644;0.000108872;7.9053e-05;7.00275e-05;6.46268e-05;5.52662e-05;4.95719e-05;4.59943e-05;3.43864e-05;2.73978e-05;2.21356e-05;1.47116e-05;1.24669e-05;9.5493e-06;8.63203e-06;8.31856e-06;7.18328e-06;6.08298e-06;5.54449e-06;4.88964e-06;3.88238e-06,1;0.214223;0.0900841;0.017942;0.00457663;0.00227422;0.000226944;0.000208305
tfim@1.0,6,4,2,3,left,256,64,4,1,0.9998587153318829,11.515072592094267,3,0.9986080291667649,2.209957895835913,1;0.0229074;0.0177372;0.0090728;0.00844511;0.00747328;0.00367016;0.00046428;0.000443932;0.000406459;0.000203296;0.000199321;0.000183964;0.000174345;0.000172063;0.000121665;8.94395e-05;8.62528e-05;6.69147e-05;6.25409e-05;3.57363e-05;3.11126e-05;2.57319e-05;1.48652e-05;1.18822e-05;9.58269e-06;7.01545e-06;5.94849e-06;4.18634e-06;3.86162e-06;3.26252e-06;2.8663e-06,1;0.197823;0.117086;0.057665;0.0348573;0.0122341;0.00833527;0.00616655
tfim@1.0,6,4,3,3,left,3840,64,4,1,0.999795809458174,6.652424587056895,3,0.9997618028728968,2.8350469382251675,1;0.0657461;0.0225834;0.0123002;0.00961395;0.00747935;0.00651275;0.00304639;0.0018325;0.000715815;0.000609702;0.000473284;0.000467826;0.000291878;0.000280922;0.000243438;0.000223037;0.000219333;0.000195657;0.000185207;0.000181255;0.00014365;0.000109319;0.000102771;7.60919e-05;7.35585e-05;6.79817e-05;6.76734e-05;5.859e-05;4.56786e-05;3.83458e-05;2.87152e-05,1;0.278758;0.139792;0.0530051;0.0153691;0.00429459;0.00230299;0.00146202
tfim@2.0,4,4,0,3,left,32,16,4,2,0.9983734609925266,4.4158488638253495,3,0.9990810924583472,2.155540218622428,1;0.314628;0.0821385;0.0436816;0.0323546;0.0248278;0.00900452;0.00547778;0.00411582;0.0028469;0.0018519;0.00114046;0.000630832;0.000217148;0.00012153;3.83841e-05,1;0.276507;0.085193;0.0523771;0.0221989;0.0191698;0.00949446;0.00698972
tfim@2.0,4,4,1,3,left,256,16,4,2,0.9988468387456197,4.101987666964536,3,0.9989577865194706,2.146937564465207,1;0.205602;0.0732484;0.0401715;0.0268861;0.0198726;0.00676914;0.00495733;0.00375248;0.00205732;0.00168803;0.00110646;0.000755759;0.000346348;0.00030399;7.90701e-05,1;0.243485;0.136564;0.0395689;0.0228079;0.0200855;0.0123202;0.00712956
tfim@2.0,4,4,2,3,left,256,16,4,2,0.9992053500889058,3.758595137170082,3,0.9983621515666656,1.885941635478247,1;0.174929;0.0641605;0.0310373;0.0208791;0.0148188;0.0089009;0.00717553;0.00380162;0.00330665;0.00285669;0.00138177;0.00114084;0.000575729;0.000538691;0.000174343,1;0.255895;0.152806;0.0508767;0.0288437;0.0219563;0.0175325;0.0130034
tfim@2.0,4,4,3,3,left,256,16,4,3,0.9978650879264239,3.2003281732081867,2,0.9972196818009327,1.9426655191107267,1;0.361328;0.0912271;0.0499989;0.0351797;0.0257991;0.0187303;0.0097086;0.00703719;0.00437006;0.00304935;0.00274978;0.00237278;0.00109064;0.000987827;0.000630481,1;0.252991;0.0755081;0.0453558;0.0381236;0.0322629;0.019069;0.0114113
tfim@2.0,5,4,0,3,left,2048,32,4,3,0.9977394602202232,4.5069593368760446,4,0.9960387450771125,2.2676166670109796,1;0.15579;0.0867008;0.0440768;0.0340876;0.0270474;0.0140656;0.00854131;0.00792357;0.00565356;0.00524407;0.00451784;0.00301213;0.00275886;0.00264059;0.00161943;0.00153323;0.00130199;0.00126285;0.00121347;0.000750411;0.0006248;0.000572959;0.000388639;0.000306766;0.000282609;0.000229369;0.000140475;0.000130714;7.56735e-05;6.40061e-05;3.11201e-05,1;0.271535;0.172595;0.0825224;0.0595704;0.0246467;0.0151836;0.00539987
tfim@2.0,5,4,1,3,left,2048,32,4,2,0.9984701735817986,4.803148747984605,3,0.9990298179898974,2.16136230989587,1;0.0967388;0.0654555;0.0404382;0.0299702;0.0225212;0.00739496;0.00510213;0.004414;0.0040576;0.00291802;0.00271262;0.00208869;0.00187163;0.0018063;0.00156548;0.00122376;0.00120015;0.000574488;0.000486498;0.000437941;0.000387649;0.000287863;0.000231824;0.000161157;0.000131473;8.1702e-05;6.61791e-05;5.02842e-05;3.41605e-05;2.43971e-05;1.57344e-05,1;0.280263;0.145925;0.0632461;0.026522;0.0159684;0.00812397;0.00689664
tfim@2.0,5,4,2,3,left,2048,32,4,2,0.9981044540244121,4.538699826231481,3,0.998994026215248,2.407029447702112,1;0.394461;0.0805998;0.0346335;0.0279104;0.0241218;0.0223876;0.00938516;0.0091492;0.00789769;0.00627796;0.00520692;0.00434103;0.00311755;0.00273671;0.0017925;0.00143047;0.0012957;0.00103157;0.000877244;0.000771528;0.000645202;0.000434284;0.000429936;0.000358403;0.000303074;0.000204487;0.000159122;0.000126383;9.10296e-05;6.71466e-05;2.89268e-05,1;0.347965;0.122406;0.0868897;0.0293447;0.0132304;0.0100053;0.00391715
tfim@2.0,5,4,3,3,left,2048,32,4,2,0.9972672766234492,4.067063190487537,3,0.9982652841103394,1.8838025295338834,1;0.327872;0.0592234;0.0440626;0.034837;0.0285366;0.024255;0.0115468;0.00997483;0.00950452;0.00576588;0.00444143;0.00418876;0.00349562;0.00301144;0.00218781;0.00176121;0.00163283;0.00162392;0.00125468;0.00112849;0.000921693;0.000708837;0.000606113;0.000522225;0.000458532;0.000336501;0.000258982;0.000157981;0.000137513;9.99825e-05;8.56913e-05,1;0.366278;0.10955;0.0495101;0.0325118;0.0227728;0.0157987;0.0130676
tfim@2.0,6,4,0,3,left,2048,64,4,2,0.9975863686446157,5.094617724216667,4,0.9941643309663247,1.772145208819192,1;0.105772;0.0662216;0.0474859;0.0381238;0.0228315;0.0138559;0.00883524;0.00731306;0.00632841;0.00522253;0.00487423;0.00413105;0.00325454;0.00305896;0.0028653;0.00247691;0.00223359;0.00187542;0.00154507;0.00148394;0.00125437;0.00114835;0.000986214;0.000933305;0.000837113;0.000719286;0.000690971;0.000648711;0.000585921;0.00050202;0.000488423,1;0.343243;0.190528;0.130988;0.0645354;0.0428869;0.0241995;0.0168988
tfim@2.0,6,4,1,3,left,16384,64,4,3,0.9961175872932323,5.057469235894609,3,0.9960849361919518,1.8502231801639588,1;0.371374;0.0830642;0.0481273;0.035959;0.034039;0.0273467;0.0235994;0.016548;0.0107991;0.00902382;0.00819892;0.00734965;0.00567478;0.00471388;0.00341459;0.00328252;0.0027044;0.00261214;0.00224233;0.00216479;0.00187786;0.00181312;0.00162499;0.00150323;0.00121754;0.00112149;0.0010694;0.000932825;0.000868119;0.000850826;0.000770321,1;0.379693;0.154115;0.0563171;0.0514593;0.0316425;0.0274641;0.0141181
tfim@2.0,6,4,2,3,left,16384,64,4,2,0.9982580846968148,5.732245559207815,4,0.9941785777318333,1.518667311217983,1;0.0911246;0.0671504;0.0449924;0.0278881;0.0241156;0.0147243;0.00835776;0.00654849;0.00497108;0.00407133;0.00301767;0.00270244;0.00248671;0.00188776;0.00184033;0.00164437;0.00152141;0.00123071;0.000906578;0.000901831;0.000772219;0.00068211;0.000623269;0.00054953;0.000544163;0.00043675;0.000389714;0.000337141;0.000309547;0.000275135;0.000260834,1;0.290698;0.234767;0.0857878;0.0504787;0.0436046;0.0367296;0.0302923
tfim@2.0,6,4,3,3,left,2560,64,4,2,0.9976926508246449,5.401626424406137,3,0.9971437461303542,1.8195375504034126,1;0.0595404;0.0524586;0.0391829;0.0338199;0.0226405;0.019836;0.0115603;0.00874949;0.00533546;0.00365033;0.00263453;0.00204349;0.0017951;0.0016911;0.00155109;0.0012913;0.00118869;0.0010754;0.00103586;0.000921771;0.000881165;0.000711155;0.000647353;0.000567839;0.000517731;0.000411696;0.000355533;0.000350682;0.000307622;0.000289088;0.000231555,1;0.273938;0.180414;0.0581661;0.038765;0.0332667;0.0185296;0.0151517
tfim@3.04,4,4,0,3,left,256,16,4,2,0.9988618288128008,3.961376075142971,3,0.9987801016346618,2.3102173666613846,1;0.117182;0.074852;0.0445958;0.0318558;0.00823605;0.00632693;0.00381735;0.00366284;0.00241393;0.00187581;0.00138192;0.00119104;0.000585588;0.000306239;0.000109301,1;0.26012;0.188732;0.0516126;0.0281775;0.0219312;0.00720262;0.00489534
tfim@3.04,4,4,1,3,left,256,16,4,2,0.9987055576642124,4.0428376369624,3,0.9982178998615652,2.209667696897443,1;0.117692;0.0746222;0.0526387;0.033797;0.00816746;0.00652351;0.00575164;0.00413434;0.00348915;0.00252279;0.00168412;0.00112583;0.000633169;0.000390045;9.06071e-05,1;0.262446;0.196567;0.0709159;0.0359274;0.0218318;0.0134434;0.00617067
tfim@3.04,4,4,2,3,left,256,16,4,2,0.9991285591135901,3.919568613024427,4,0.9992872528572113,2.4166061888455923,1;0.118378;0.0731676;0.0450645;0.0276663;0.00781573;0.00552899;0.00381554;0.00283025;0.00239975;0.00153323;0.00148261;0.000658397;0.000571054;0.000363276;0.000120346,1;0.219689;0.178825;0.114937;0.0226701;0.014437;0.0065472;0.00383172
tfim@3.04,4,4,3,3,left,256,16,4,2,0.9986612779633687,4.052702930928444,3,0.9986557315632344,2.016316490208211,1;0.121639;0.0747433;0.0506531;0.0351801;0.00791779;0.00582059;0.00361643;0.0031227;0.00278878;0.00181497;0.00155537;0.00066454;0.00050578;0.000205046;8.85721e-05,1;0.248516;0.162621;0.0426453;0.0283245;0.0198607;0.0133331;0.00963127
tfim@3.04,5,4,0,3,left,2048,32,4,3,0.9976310667980651,4.637106128025068,3,0.9990951942662606,2.0922313206925995,1;0.117224;0.0799612;0.0445409;0.037073;0.0298476;0.00866425;0.00532747;0.00392908;0.00346676;0.0030072;0.00253734;0.00220938;0.00180926;0.00155184;0.00144584;0.00105395;0.000747932;0.000537858;0.000526913;0.00044797;0.000352986;0.000275348;0.000201897;0.000164962;0.000145549;9.51688e-05;7.998e-05;7.52287e-05;6.19641e-05;4.82002e-05;2.30618e-05,1;0.325202;0.194537;0.0746431;0.0242097;0.0171768;0.00970423;0.00808665
tfim@3.04,5,4,1,3,left,2048,32,4,2,0.9982357801238281,5.103833460945562,3,0.9991792682469539,2.185764805919104,1;0.103683;0.0690078;0.0469856;0.0353596;0.0202609;0.00627178;0.00485009;0.00448658;0.00349842;0.00326217;0.00301164;0.00282701;0.00241914;0.00189886;0.00142846;0.00135188;0.000794365;0.000620523;0.000520043;0.000312686;0.000261876;0.000214164;0.000186347;0.000155986;0.00012918;8.52601e-05;8.10401e-05;4.36981e-05;2.51993e-05;1.60751e-05;7.87348e-06,1;0.256381;0.194583;0.0488486;0.025473;0.0119446;0.00862569;0.00651981
tfim@3.04,5,4,2,3,left,2048,32,4,3,0.9970340959747699,4.757529324077536,3,0.9972191970240363,1.9013987104344028,1;0.106753;0.0793836;0.0474066;0.0413192;0.0311413;0.0150004;0.00706089;0.00476305;0.00395874;0.00316694;0.00295808;0.00256729;0.00229416;0.00204785;0.00182417;0.00146431;0.00117228;0.00102117;0.000573471;0.000501124;0.000403746;0.000328886;0.000296337;0.000220004;0.000163314;0.000154448;8.75592e-05;7.141e-05;5.82753e-05;3.4993e-05;1.74772e-05,1;0.283968;0.139963;0.0558949;0.0399934;0.0300139;0.0204691;0.0125488
tfim@3.04,5,4,3,3,left,2048,32,4,3,0.9980296071804147,5.098551001839451,3,0.9976602361783546,2.3780895375738975,1;0.105112;0.0791119;0.0533895;0.0352029;0.0245073;0.0079732;0.00518999;0.00457493;0.00422208;0.0034982;0.00280525;0.00264171;0.00240917;0.00201436;0.0018398;0.00122408;0.00114948;0.000991093;0.00059384;0.00043017;0.000347893;0.000243262;0.000195665;0.000158668;0.000143339;0.000116223;8.57072e-05;7.00156e-05;5.06096e-05;1.41815e-05;7.96983e-06,1;0.318694;0.200302;0.0741644;0.0420036;0.028423;0.0100369;0.00418707
tfim@3.04,6,4,0,3,left,16384,64,4,2,0.9969735984708843,5.602132741802232,4,0.9988741168147413,2.317485852684884,1;0.0946663;0.0608539;0.0569551;0.0401918;0.0279505;0.0207621;0.00992498;0.00610563;0.00530417;0.0046683;0.00462408;0.00351858;0.0031522;0.00251465;0.00193751;0.00187963;0.00181674;0.00149541;0.00130214;0.00114153;0.000980807;0.000843884;0.000706171;0.00069956;0.000631258;0.00053814;0.000511843;0.000437946;0.000416216;0.000384789;0.000356362,1;0.288397;0.1567;0.100317;0.0315466;0.0126474;0.00903317;0.00481409
tfim@3.04,6,4,1,3,left,16384,64,4,3,0.9971278349742078,5.8334116468221096,3,0.9992641152091597,2.1920965381842654,1;0.109037;0.0748408;0.0467475;0.0380653;0.0310908;0.0184577;0.00764923;0.00540124;0.00448971;0.0040945;0.00332487;0.0032235;0.00257666;0.00234019;0.00229737;0.00218637;0.00178124;0.00147795;0.0013406;0.0011081;0.00108689;0.000822132;0.000755783;0.000694069;0.000566683;0.000412533;0.000383912;0.0003429;0.000293971;0.000287957;0.000273826,1;0.343168;0.144149;0.0434518;0.0219234;0.0146466;0.0101684;0.00642545
tfim@3.04,6,4,2,3,left,16384,64,4,3,0.9962309458342049,5.631741325148529,3,0.996362802707909,1.9397909000737117,1;0.09512;0.0747457;0.0601094;0.0438087;0.0313506;0.0258028;0.0102472;0.00681331;0.00553221;0.00410615;0.00388486;0.00369128;0.00345926;0.00298595;0.00258171;0.00252624;0.00213647;0.00201278;0.00173653;0.00161215;0.00146988;0.00114272;0.000961854;0.000919129;0.000906661;0.0008204;0.000702415;0.000547995;0.000531983;0.000425362;0.000345517,1;0.29079;0.200091;0.0733408;0.0495474;0.0290559;0.02634;0.0114871
tfim@3.04,6,4,3,3,left,16384,64,4,3,0.9963983302547013,5.232070274907031,4,0.996219994284915,1.9665927384267898,1;0.108267;0.080916;0.0499674;0.0410261;0.0325319;0.0240423;0.0100582;0.00830687;0.00754084;0.00636245;0.00508882;0.00377642;0.00368748;0.00313076;0.00277938;0.00243438;0.00230784;0.00213489;0.00190066;0.00175287;0.00152068;0.00117798;0.00109911;0.000966235;0.000837974;0.000729566;0.000632624;0.000582231;0.000459921;0.00038573;0.000356946,1;0.280294;0.191801;0.0979388;0.0464397;0.036576;0.0256388;0.0107996
tfim@3.5,4,4,0,3,left,256,16,4,2,0.9992282359942675,3.9954898114955695,3,0.9995809283315931,2.6597492638453923,1;0.0876403;0.0608243;0.0313364;0.0266765;0.00554149;0.0049732;0.00211539;0.00202512;0.0017158;0.00130782;0.00083701;0.000634616;0.000609479;0.000342232;0.000101044,1;0.195934;0.105242;0.0374283;0.0179979;0.00984761;0.00385753;0.00218903
tfim@3.5,4,4,1,3,left,256,16,4,2,0.9989981138471101,4.09621769501405,3,0.9993335184097758,2.1246458994866404,1;0.0889869;0.0581358;0.0461195;0.0308309;0.00551203;0.00382773;0.00300638;0.00228711;0.00196667;0.00127447;0.000848552;0.000411515;0.000313464;0.000150587;8.01276e-05,1;0.236047;0.113059;0.0447804;0.0218895;0.0105636;0.0081781;0.00750506
tfim@3.5,4,4,2,3,left,256,16,4,2,0.9993476860172033,4.012176188107946,3,0.9985288825755394,2.084713862358254,1;0.0997475;0.0682355;0.0505905;0.0236529;0.00619869;0.00501519;0.00447155;0.00335392;0.0024987;0.00115769;0.00105887;0.000691554;0.000560666;0.000394719;9.72353e-05,1;0.242724;0.183466;0.0569629;0.0294502;0.0216253;0.014553;0.00822785
tfim@3.5,4,4,3,3,left,256,16,4,2,0.9988980189046451,4.0327653685046805,3,0.9989012361499231,2.317399541155549,1;0.0967141;0.0647596;0.049702;0.0308178;0.0099873;0.00529825;0.00444795;0.00396965;0.001984;0.0016094;0.000961541;0.000412987;0.000294199;0.000235484;9.27331e-05,1;0.213658;0.110894;0.0466918;0.0250235;0.0202454;0.0103379;0.00481505
tfim@3.5,5,4,0,3,left,2048,32,4,2,0.9978722887489714,4.6325251156338085,4,0.9966880712862451,1.8174941385516639,1;0.0802282;0.0642338;0.0473917;0.0343416;0.0257782;0.0108599;0.00911022;0.00704122;0.00451173;0.00353794;0.0030022;0.00244926;0.00211679;0.00195908;0.00163143;0.00152547;0.00119175;0.00105766;0.000701594;0.000598481;0.000435458;0.000385011;0.000349643;0.000217936;0.000199952;0.000155921;0.000124266;8.76892e-05;7.3145e-05;4.84563e-05;2.33064e-05,1;0.282439;0.229691;0.119126;0.0433553;0.0362959;0.019536;0.0152232
tfim@3.5,5,4,1,3,left,2048,32,4,2,0.9983808287084799,5.190704584785246,4,0.9990974694320391,2.211686009119303,1;0.0917438;0.0649014;0.0459226;0.0314642;0.0230609;0.00610037;0.00543428;0.00392925;0.00342974;0.00319712;0.00248624;0.00226868;0.00166864;0.00132834;0.0012004;0.00106204;0.000726728;0.000496998;0.000402364;0.000357854;0.000295948;0.000217962;0.000181461;0.000162683;0.000111295;8.77382e-05;5.50688e-05;4.34709e-05;3.51033e-05;1.63526e-05;6.44608e-06,1;0.305938;0.233116;0.146184;0.0244555;0.0162012;0.0125705;0.00614206
tfim@3.5,5,4,2,3,left,2048,32,4,2,0.997426169408658,5.175923794402482,3,0.9995679086715425,2.377299327582867,1;0.0922745;0.071332;0.0431737;0.0410075;0.0284003;0.00685406;0.00540288;0.00380488;0.00321865;0.00298133;0.00275875;0.00225053;0.00199594;0.00140653;0.00130799;0.00102825;0.000626148;0.000472665;0.000375169;0.000250292;0.000179189;0.000125285;0.000105498;7.99701e-05;7.84926e-05;5.03572e-05;3.26554e-05;2.88086e-05;2.35056e-05;1.22227e-05;6.66924e-06,1;0.2629;0.188219;0.0500595;0.0156455;0.0131406;0.00659547;0.0041947
tfim@3.5,5,4,3,3,left,2048,32,4,2,0.9967122672686711,5.107336540544296,3,0.9981402986585907,2.1763478876162137,1;0.0840271;0.0605026;0.0482453;0.0468051;0.0259792;0.0191344;0.00575733;0.0042992;0.00408577;0.00357998;0.00314026;0.00238412;0.00224287;0.00192547;0.00140603;0.00112341;0.000640783;0.000546928;0.000363666;0.000333088;0.000265832;0.000242158;0.000216341;0.000190609;0.000118707;0.000117292;7.60896e-05;5.03679e-05;2.52165e-05;1.57635e-05;7.81022e-06,1;0.36706;0.09691;0.0439619;0.0358799;0.0235094;0.0158382;0.00666273
tfim@3.5,6,4,0,3,left,10240,64,4,3,0.9966490825788715,5.8841347449372785,3,0.9976819033566523,2.0647197372168526,1;0.080732;0.0661904;0.0501827;0.0356234;0.031198;0.0266224;0.0149914;0.00920622;0.00789968;0.00470658;0.00371095;0.00316343;0.00292434;0.00269514;0.00225473;0.00185215;0.00175805;0.00149932;0.00143568;0.00119492;0.00102142;0.00085292;0.000826237;0.000771422;0.000719999;0.000630781;0.00054888;0.000441061;0.000407193;0.000375321;0.000334266,1;0.549952;0.109411;0.0664616;0.0447432;0.0284275;0.0134158;0.0086155
tfim@3.5,6,4,1,3,left,2048,64,4,2,0.9968205861432752,6.710797601576037,4,0.9946977784843649,2.291412825264097,1;0.0768388;0.0659361;0.0456247;0.0392421;0.0309693;0.0253996;0.00490732;0.00345196;0.00308479;0.00283595;0.00250643;0.00236305;0.00203326;0.00181855;0.001644;0.00151955;0.00126242;0.0011457;0.000996475;0.000890693;0.000802909;0.000722812;0.000624562;0.0005518;0.000311021;0.000186056;0.000168211;0.000146623;0.000132224;0.000126469;0.000109189,1;0.417814;0.225306;0.144807;0.0744914;0.027944;0.0169535;0.00511196
tfim@3.5,6,4,2,3,left,16384,64,4,3,0.9962880925500626,6.134040842973003,4,0.9961529251383497,1.937639422468924,1;0.0857794;0.0702787;0.0523078;0.0430538;0.0314299;0.026397;0.0105111;0.00535787;0.00473346;0.00399697;0.00349431;0.00303007;0.00296122;0.00270812;0.00241835;0.00223178;0.00194888;0.00178819;0.00148057;0.00142414;0.0012369;0.00104013;0.000917655;0.000828668;0.000819794;0.00065419;0.000553211;0.000458544;0.000391195;0.000349577;0.000265634,1;0.347055;0.196843;0.0869513;0.0511157;0.0365901;0.0205184;0.0115441
tfim@3.5,6,4,3,3,left,16384,64,4,3,0.9964809074034677,6.781298211281395,3,0.9990990756481573,2.110029258025378,1;0.0898403;0.0740635;0.0546225;0.0422699;0.0325742;0.0238636;0.0065851;0.00527967;0.00455792;0.00401533;0.00335904;0.00323283;0.0030862;0.00271789;0.00234582;0.0021562;0.0018433;0.00172531;0.00158215;0.0014275;0.00124299;0.00107134;0.000981227;0.000494199;0.000468845;0.000338535;0.000320321;0.000283743;0.000273876;0.000230263;0.000223549,1;0.30613;0.221212;0.0351428;0.0222877;0.0192018;0.0102852;0.00776195
heis,4,4,0,3,left,256,16,4,4,0.9909102153059491,2.5758437202374562,4,0.9968761244029212,1.9771072037992887,1;0.220783;0.140291;0.0932574;0.0688634;0.0468542;0.0340065;0.0281748;0.0212695;0.0131323;0.0121137;0.00983709;0.00848815;0.00483574;0.00469521;0.00265556,1;0.281912;0.185007;0.0976764;0.0498314;0.0280507;0.0117786;0.0105413
