state,lx,seed,eta_target,n_moves,local_eps,sweep_max_eps,global_eps,matched,local_useful,local_flops,global_fact_flops,global_prop_flops,ratio_fact,ratio_prop,prop_multiplier,eta_q,ell,q,chi_sk,final_bond,r_bond,n_out,near_full_rank,degenerate_lx3
xxz@1.5,4,3,4,3,0.02500483194349908,2.3008796728963143,0.02616907735816995,1,1,76733290.0,33600984.0,158218712.0,2.2836619903750437,0.48498239576112845,4.708752338919599,8,12,0,4,8,8,16,0,0
xxz@1.5,4,2,4,3,0.024397473091971905,2.381905271137166,0.02218243677293894,1,1,76733290.0,29917952.0,147397376.0,2.564790865364046,0.5205878970328481,4.92672011774068,8,10,0,4,8,8,16,0,0
xxz@1.5,4,1,4,3,0.02137396476436587,2.4321064048274157,0.014431057504453403,1,1,76737386.0,44791832.0,171912216.0,1.7132004335076092,0.4463754105758255,3.8380260043840138,8,8,1,4,8,8,16,0,0
xxz@1.5,5,1,4,3,0.03408227424994059,2.31152002083318,0.04583416211895379,0,1,152687146.0,84177624.0,302892760.0,1.8138685644061419,0.5040963871173415,3.5982574181471314,8,12,1,4,8,8,32,0,0
xxz@1.5,5,3,4,3,0.038266151958922245,2.5523350513170553,0.049731212127668484,0,1,152678954.0,214471808.0,566803584.0,0.7118835590736475,0.26936836376814444,2.642788295979675,8,10,1,8,8,8,32,0,0
xxz@1.5,5,2,4,3,0.04064018753348873,5.67296962865777,0.04116619837588364,1,1,167723050.0,43666816.0,220116352.0,3.840972742322225,0.7619745124614822,5.040815249731055,8,10,0,4,8,8,32,0,0
xxz@1.5,4,0,4,3,0.036557354134884,2.3267710266753503,0.03590307173615819,1,1,76729194.0,26245144.0,136588312.0,2.9235577446250627,0.5617551961547047,5.204327017599903,8,8,0,4,8,8,16,0,0
xxz@1.5,5,0,4,3,0.04505014000175353,2.6278999439415305,0.03527670409723932,1,1,152683050.0,61906456.0,248521240.0,2.466351005458946,0.6143662006515016,4.014464016483192,8,8,1,4,8,8,32,0,0
xxz@1.5,6,0,4,3,0.029268341221561283,2.4730823430561846,0.05867367185758573,0,1,228653290.0,106951896.0,394598616.0,2.1379077749121906,0.579457911732767,3.6894962198706605,8,12,1,4,8,8,64,0,0
xxz@1.5,6,3,4,3,0.04280057547871685,2.582289397136768,0.04389186052686347,1,1,228641002.0,92987264.0,359864192.0,2.4588421270250516,0.6353535780520224,3.870037427921312,8,10,1,4,8,8,64,0,0
xxz@1.5,6,1,4,3,0.031808015447855234,2.449866189945427,0.04844313454683436,0,1,228641002.0,106951896.0,394598616.0,2.13779288213834,0.5794267712282093,3.6894962198706605,8,12,1,4,8,8,64,0,0
xxz@1.5,6,2,4,3,0.029731417101224834,5.808981043341118,0.05128228738679894,0,1,246261482.0,310685144.0,825119192.0,0.7926400304483178,0.2984556466358378,2.6558051066645145,8,12,1,8,8,8,64,0,0
