state,lx,seed,eta_target,n_moves,local_eps,sweep_max_eps,global_eps,matched,local_useful,local_flops,global_fact_flops,global_prop_flops,ratio_fact,ratio_prop,prop_multiplier,eta_q,ell,q,chi_sk,final_bond,r_bond,n_out,near_full_rank,degenerate_lx3
tfim@3.5,6,2,3,3,0.03588910246919624,3.5631561144964055,0.033905250214117576,1,1,61753024.0,13361272.0,58867432.0,4.621792296422077,1.0490184793520465,4.405825433386881,6,8,0,4,6,6,64,0,0
tfim@3.5,6,2,4,3,0.023963293409335226,2.394494410616693,0.025005174081356697,1,1,228636906.0,58007424.0,293427072.0,3.941511107267925,0.7791949953411251,5.058439967959963,8,10,0,4,8,8,64,0,0
tfim@3.5,6,2,6,3,0.021580072689469668,5.297396505824621,0.021199444977221323,1,1,615587114.0,143789568.0,293591936.0,4.281166725530464,2.0967439446293237,2.0418166636400215,8,10,0,4,8,8,64,0,0
tfim@3.04,6,2,3,3,0.0366615457489001,2.434691987041163,0.03044856069390128,1,1,54706483.0,25556520.0,271596056.0,2.1406076805449255,0.2014259109859828,10.627270692566906,8,8,0,4,8,8,64,0,0
tfim@3.04,6,2,4,3,0.021264205736394197,2.2149767422736724,0.021916781968901133,1,1,228636906.0,79032856.0,325142040.0,2.892934882677149,0.7031908454532672,4.114011013343615,8,8,1,4,8,8,64,0,0
tfim@3.04,6,2,6,3,0.0157701394464116,5.280052044491466,0.024633238067787715,0,1,615574826.0,460062208.0,724040576.0,1.3380251959317642,0.8501938239439222,1.5737884212388946,8,10,1,8,8,8,64,0,0
tfim@3.5,7,2,3,3,0.022781823083849097,3.549680091601641,0.020170791699145246,1,1,70394099.0,42925032.0,392600536.0,1.6399311944601462,0.1793020960114023,9.146190875291602,8,12,0,4,8,8,128,0,0
tfim@3.5,7,2,4,3,0.029359323343528167,5.170971849668948,0.026223882037596218,1,1,318889386.0,63247128.0,339490584.0,5.041958363706254,0.93931732138998,5.367683794274422,8,8,0,4,8,8,128,0,0
tfim@3.5,7,2,6,3,0.04341476224862676,5.40281059315322,0.035444727207600085,1,1,891726186.0,179438080.0,366641024.0,4.969548191777353,2.4321505986193186,2.0432732227183883,8,10,0,4,8,8,128,0,0
tfim@3.5,7,1,3,3,0.030800282553906138,3.5124991473173415,0.02767319130452256,1,1,81066515.0,32057128.0,339094296.0,2.5288140285056104,0.23906776361699697,10.577812709859723,8,8,0,4,8,8,128,0,0
tfim@3.5,7,1,4,3,0.02635717791797561,4.509873560663898,0.026064397485642293,1,1,316237226.0,80358872.0,392896984.0,3.935311909306044,0.8048858578155947,4.889279481175396,8,12,0,4,8,8,128,0,0
tfim@3.5,7,1,6,3,0.024462286204552177,5.3933101146376545,0.027340618532047542,0,1,891712362.0,359863640.0,634730712.0,2.477917363365746,1.4048672061105498,1.7638089583043177,8,12,0,8,8,8,128,0,0
tfim@3.5,6,1,3,3,0.0241051588328947,3.840703601764638,0.019873186548243552,1,1,55949635.0,29793680.0,292891264.0,1.877902796834765,0.1910252775582955,9.830650795739231,8,10,0,4,8,8,64,0,0
tfim@3.5,6,1,4,3,0.03499339937504446,2.425210160083172,0.02121891811662783,1,1,228628714.0,58007424.0,293427072.0,3.9413698839651974,0.7791670769900877,5.058439967959963,8,10,0,4,8,8,64,0,0
tfim@3.5,6,1,6,3,0.014414087816764775,5.2177495886359315,0.020272839884893635,0,1,615573290.0,536471896.0,831610072.0,1.147447414468101,0.7402186562261839,1.5501465746865517,8,12,1,8,8,8,64,0,0
tfim@3.04,6,1,3,3,0.03804904479763672,2.9618335698355924,0.03531719182051007,1,1,60661936.0,15597136.0,65131264.0,3.8892996765560035,0.9313796827280981,4.175847668443745,6,10,0,4,6,6,64,0,0
tfim@3.04,6,1,4,3,0.0253655427457914,2.5582061039592126,0.021429158347009893,1,1,228636906.0,79032856.0,325142040.0,2.892934882677149,0.7031908454532672,4.114011013343615,8,8,1,4,8,8,64,0,0
tfim@3.04,6,1,6,3,0.015194980350998151,5.413755914146832,0.023931466260639335,0,1,615600938.0,536471896.0,831610072.0,1.1474989511845743,0.7402519025767643,1.5501465746865517,8,12,1,8,8,8,64,0,0
tfim@3.04,6,0,3,3,0.029846705354009337,3.38011819095143,0.030639742391084236,1,1,55949635.0,29793680.0,292891264.0,1.877902796834765,0.1910252775582955,9.830650795739231,8,10,0,4,8,8,64,0,0
tfim@3.04,6,0,4,3,0.015427165696111167,2.3176131739101637,0.022659497809664305,0,1,228632810.0,126287744.0,456324992.0,1.8104117055096018,0.5010306558006798,3.6133751189664136,8,10,0,8,8,8,64,0,0
tfim@3.04,6,0,6,3,0.023175381422662306,5.3763839691295,0.02275465096813607,1,1,615600938.0,171474584.0,325536280.0,3.59004188049233,1.8910363477766594,1.8984520761397503,8,8,1,4,8,8,64,0,0
tfim@3.04,7,0,3,3,0.01908133955928051,3.7933091329046422,0.020459680275873717,0,1,77241920.0,211118480.0,868029056.0,0.36587000815845205,0.08898540834098531,4.111573065512787,8,10,1,8,8,8,128,0,0
tfim@3.04,7,0,4,3,0.02863639709747369,5.024663081043153,0.0289697085006918,1,1,319237546.0,71797888.0,366187648.0,4.446336165208648,0.8717867676410538,5.100256542365146,8,10,0,4,8,8,128,0,0
tfim@3.04,7,0,6,3,0.028340598854785196,5.49180127570272,0.03121450829899908,0,1,891701610.0,359863640.0,634730712.0,2.477887485381963,1.4048502666434708,1.7638089583043177,8,12,0,8,8,8,128,0,0
tfim@3.5,6,0,3,3,0.015870380257553444,3.18487802774928,0.016352089086040775,1,1,54697843.0,34122984.0,314281176.0,1.6029618921955946,0.1740411045171856,9.210248904374835,8,12,0,4,8,8,64,0,0
tfim@3.5,6,0,4,3,0.020125392619790593,2.062561172484023,0.019327468164273824,1,1,228611306.0,79032856.0,325142040.0,2.8926109667604574,0.7031121106332482,4.114011013343615,8,8,1,4,8,8,64,0,0
tfim@3.5,6,0,6,3,0.01239957200247014,5.153309335990263,0.02775028745875947,0,1,615547178.0,536471896.0,831610072.0,1.147398740902543,0.74018725689508,1.5501465746865517,8,12,1,8,8,8,64,0,0
