state,lx,seed,eta_target,n_moves,local_eps,sweep_max_eps,global_eps,matched,local_useful,local_flops,global_fact_flops,global_prop_flops,ratio_fact,ratio_prop,prop_multiplier,eta_q,ell,q,chi_sk,final_bond,r_bond,n_out,near_full_rank,degenerate_lx3
tfim@1.0,4,3,4,3,0.0007102952123056885,5.203491072300464,0.00030586443095395686,1,1,86520258.0,26013976.0,136357144.0,3.3259144238466276,0.6345121015441626,5.241687929595999,8,8,0,4,8,8,16,0,0
tfim@1.0,4,0,4,3,0.005423177044885191,3.448062811517914,0.002608744592650141,1,1,79597930.0,10618704.0,27143248.0,7.49601175435345,2.9325130876010124,2.5561733333936045,6,6,0,4,6,6,16,0,0
tfim@1.0,4,2,4,3,0.002435216689360541,3.37279115075266,0.0016299218781046284,1,1,79614314.0,10618704.0,27143248.0,7.497554692173358,2.9331166999616256,2.5561733333936045,6,6,0,4,6,6,16,0,0
tfim@1.0,4,1,4,3,0.001740831170310606,5.315541162915959,0.0018105592887882143,1,1,86935914.0,10562832.0,27087376.0,8.230360380625196,3.2094623709583385,2.564404697528087,6,6,0,4,6,6,16,0,0
tfim@1.0,5,1,4,3,0.005786942237931556,3.1681284241765684,0.0023280809401511307,1,1,155547306.0,15409680.0,39917008.0,10.094129534162942,3.89676766354833,2.5903852643273577,6,6,0,4,6,6,32,0,0
tfim@1.0,5,3,4,3,0.0041188935483318255,6.642275636567476,0.004065139888309748,1,1,168726186.0,48785624.0,236043480.0,3.4585226582322695,0.7148097714878632,4.838381897093291,8,12,0,4,8,8,32,0,0
tfim@1.0,5,0,4,3,0.0032277954820830036,4.0771562945324185,0.003059165114090129,1,1,163202602.0,15311904.0,39819232.0,10.658543966837827,4.098587386115333,2.600540860235278,6,6,0,4,6,6,32,0,0
tfim@1.0,6,0,4,3,0.007752610757070756,2.8840442907639976,0.0072606467202369655,1,1,235865450.0,20150544.0,52640656.0,11.705165379158002,4.480670795591909,2.612368976242031,6,6,0,4,6,6,64,0,0
tfim@1.0,5,2,4,3,0.0030512412582333896,3.9247621432025315,0.003064147152430138,1,1,161414698.0,18039208.0,44757992.0,8.947992506101155,3.606388284800623,2.4811506137076527,6,8,0,4,6,6,32,0,0
tfim@1.0,6,1,4,3,0.0027746216324919396,4.003828043910864,0.002576372838390164,1,1,235860714.0,27048480.0,65363104.0,8.719924890418982,3.6084686859424546,2.4165167136933388,6,10,0,4,6,6,64,0,0
tfim@1.0,6,3,4,3,0.006753977196261006,3.2372371846523973,0.006826758157246429,1,1,235853930.0,50751768.0,271695128.0,4.647206182058524,0.8680830301822711,5.353412082117021,8,8,0,4,8,8,64,0,0
tfim@1.0,6,2,4,3,0.0134191354602449,6.928485662013054,0.00737452193642127,1,1,254557506.0,20052768.0,52542880.0,12.694382441366699,4.844757386728706,2.620230783101864,6,6,0,4,6,6,64,0,0
